,folds,val_c_index
0,0,0.8701923076923077
1,1,0.3763440860215054
2,2,0.7804295942720764
3,3,0.7244094488188977
4,4,0.7658227848101266
5,5,0.7090163934426229
6,6,0.758957654723127
7,7,0.7882037533512064
8,8,0.8164251207729468
9,9,0.7565011820330969
