,folds,val_c_index
0,0,0.8990384615384616
1,1,0.3010752688172043
2,2,0.7494033412887828
3,3,0.65748031496063
4,4,0.7341772151898734
5,5,0.6516393442622951
6,6,0.8013029315960912
7,7,0.8284182305630027
8,8,0.8357487922705314
9,9,0.735224586288416
