,folds,val_c_index
0,0,0.8125
1,1,0.7150537634408602
2,2,0.7446300715990454
3,3,0.5748031496062992
4,4,0.6835443037974683
5,5,0.5122950819672131
6,6,0.8110749185667753
7,7,0.6648793565683646
8,8,0.7922705314009661
9,9,0.5886524822695035
