,folds,val_c_index
0,0,0.8461538461538461
1,1,0.7956989247311828
2,2,0.8114558472553699
3,3,0.44881889763779526
4,4,0.6518987341772152
5,5,0.5286885245901639
6,6,0.6416938110749185
7,7,0.6380697050938338
8,8,0.7004830917874396
9,9,0.6631205673758865
