,train_coxloss,train_cindex,train_uno_cindex,val_coxloss,val_cindex,val_uno_cindex
0,0.06504640955314693,0.5742531138402578,0.5595306524224561,0.0027082373937928534,0.5196850393700787,0.5374224759924313
1,0.06332955407510557,0.6017023852982291,0.577120564671965,0.002700610692242542,0.5354330708661418,0.567473370893156
2,0.06993602899757831,0.6764221068018537,0.6409910975073938,0.0026840440121041723,0.5354330708661418,0.6129072283606656
3,0.06472924153801612,0.6893291493236212,0.6596677069259244,0.0026593199336385153,0.5078740157480315,0.5983030296958095
4,0.061240527140666766,0.6838375166237396,0.6631371868930821,0.0028169322085667805,0.4921259842519685,0.5356634716627025
5,0.057604198206765246,0.7130224339918102,0.6908152679979469,0.0028144311474030278,0.5433070866141733,0.5385597726179294
6,0.05779254434514014,0.6874689415272486,0.6642101412206326,0.0028767566005867646,0.484251968503937,0.5217850198857165
7,0.05972596549813649,0.6941182199641266,0.6609970277733204,0.0029741681842918857,0.468503937007874,0.49736252685589344
8,0.061042706132093436,0.6770659466535756,0.6507701210243272,0.0028052317449845463,0.48031496062992124,0.5214974035884955
9,0.0581770996015227,0.7207170454272755,0.6976332887510173,0.002897832408008805,0.5078740157480315,0.5269760524503272
10,0.06078366119943925,0.7208981931622037,0.6881282462887931,0.0029452786029103293,0.4763779527559055,0.5181039141978332
11,0.05795429561628526,0.7229681582718837,0.6814500134718914,0.003053455108619598,0.4566929133858268,0.48837917443854906
12,0.0587005848547377,0.7173520126599564,0.6712999756737595,0.0029584392007574976,0.5118110236220472,0.5136005858378843
13,0.056433550241696405,0.7039474764054166,0.6782830373192363,0.003092888967100396,0.4409448818897638,0.48174232930847344
14,0.053068730945527,0.7760219915111384,0.7226179262579394,0.003150599548615605,0.40551181102362205,0.46649476201228307
15,0.054746088464243475,0.7237803961778823,0.6904914303430457,0.0030979675700865596,0.4645669291338583,0.47512393191278296
16,0.059144414001568696,0.7282190928187972,0.7006341743473086,0.0031062023467328176,0.46062992125984253,0.4652711204292261
17,0.060381128993206926,0.7460885079315829,0.7109411316444879,0.0030533736010631882,0.44881889763779526,0.45938060945786685
18,0.054707689826706964,0.7426011609321107,0.7019726014636166,0.0030716729451374836,0.49606299212598426,0.5016701232579952
19,0.05544046587044815,0.7566284370723741,0.7194024986325307,0.00308542079236134,0.48031496062992124,0.4876130615418975
20,0.056595728944141076,0.7579487737065284,0.7354349367843956,0.0030554062630756794,0.5354330708661418,0.5116878067734557
21,0.05573170585619659,0.7452027664501641,0.72900240262952,0.0030666970344911137,0.5866141732283464,0.5226548546815771
