,train_coxloss,train_cindex,train_uno_cindex,val_coxloss,val_cindex,val_uno_cindex
0,0.07013840438943243,0.5847017413282474,0.5729528352337756,0.0019867104433831714,0.6962025316455697,0.7551329019011255
1,0.06708918399665913,0.5915434309785816,0.5671091576655566,0.0019808574801399594,0.7088607594936709,0.769884370501657
2,0.06906043463528078,0.5848562958146591,0.5742918373087083,0.0019762649067810605,0.7088607594936709,0.769884370501657
3,0.06783312629007758,0.5993811996641687,0.5832676586050259,0.001970247675975164,0.7088607594936709,0.769884370501657
4,0.06533037850453642,0.6120606282254459,0.5872779737992162,0.001964879355260304,0.7088607594936709,0.769884370501657
5,0.06537385310490507,0.614057689191379,0.5927187752147834,0.0019590636449200766,0.7215189873417721,0.7846358391021886
6,0.06664726556410405,0.593491054149058,0.5999459721011345,0.0019535929674193973,0.7215189873417721,0.7846358391021886
7,0.07199112553853183,0.6077939331315965,0.575170179246933,0.0019488650418463208,0.7215189873417721,0.7846358391021886
8,0.07045015806880936,0.5922305553214797,0.5738051895473659,0.001947140409832909,0.7215189873417721,0.7846358391021886
9,0.06916453087975516,0.6041593501397139,0.5936901666570261,0.0019435941108635493,0.740506329113924,0.8253131643160388
10,0.07074395460882464,0.6057553127903041,0.5860106854871775,0.001939786686783745,0.7278481012658228,0.8229284439242092
11,0.06674152876458363,0.6431878027621892,0.623965406639772,0.0019326603838375636,0.7215189873417721,0.7846358391021886
12,0.06754313872898271,0.5747616149320349,0.5614785814116017,0.0019321982704457782,0.7215189873417721,0.7846358391021886
13,0.07220945628347611,0.6216300036062027,0.6008062329430515,0.0019311383366584778,0.7215189873417721,0.7846358391021886
14,0.0653284999838436,0.6170758057266326,0.5845504392928573,0.001929628529718944,0.7215189873417721,0.7846358391021886
15,0.07145065331002365,0.62285125651866,0.6043007668424655,0.00192640544403167,0.7215189873417721,0.7846358391021886
16,0.07187862484623608,0.6212270387352669,0.5903996703575399,0.0019217458154473985,0.7215189873417721,0.7846358391021886
17,0.06942992201727007,0.6158790451718616,0.5907226122324004,0.0019247308373451233,0.7215189873417721,0.7846358391021886
18,0.06594210200730215,0.6141272120096127,0.591685649106509,0.0019219123891421727,0.7215189873417721,0.7846358391021886
19,0.06808094959829096,0.6062807667347294,0.589259669377886,0.0019226537219115666,0.7215189873417721,0.7846358391021886
20,0.06635003708686822,0.6021971927477959,0.5820977703256857,0.0019230487800779798,0.7215189873417721,0.7846358391021886
21,0.0715446744010817,0.6010618349743733,0.5820354434285567,0.0019238060783772241,0.7215189873417721,0.7846358391021886
