,folds,val_c_index
0,0,0.625
1,1,0.6505376344086021
2,2,0.8042959427207638
3,3,0.781496062992126
4,4,0.7215189873417721
5,5,0.8811475409836066
6,6,0.9087947882736156
7,7,0.5053619302949062
8,8,0.6763285024154589
9,9,0.5242316784869976
