,folds,val_c_index
0,0,0.8894230769230769
1,1,0.43548387096774194
2,2,0.6992840095465394
3,3,0.6141732283464567
4,4,0.7151898734177216
5,5,0.3975409836065574
6,6,0.7328990228013029
7,7,0.7560321715817694
8,8,0.7198067632850241
9,9,0.6773049645390071
