,folds,val_c_index
0,0,0.8221153846153846
1,1,0.8064516129032258
2,2,0.6014319809069213
3,3,0.7204724409448819
4,4,0.7974683544303798
5,5,0.5983606557377049
6,6,0.6286644951140065
7,7,0.5764075067024129
8,8,0.7681159420289855
9,9,0.6607565011820331
