,folds,val_c_index
0,0,0.8413461538461539
1,1,0.6344086021505376
2,2,0.7804295942720764
3,3,0.6062992125984252
4,4,0.7531645569620253
5,5,0.569672131147541
6,6,0.762214983713355
7,7,0.710455764075067
8,8,0.7053140096618358
9,9,0.524822695035461
