,folds,val_c_index
0,0,0.8846153846153846
1,1,0.8440860215053764
2,2,0.5441527446300716
3,3,0.7322834645669292
4,4,0.8417721518987342
5,5,0.5327868852459017
6,6,0.8371335504885994
7,7,0.5201072386058981
8,8,0.782608695652174
9,9,0.6702127659574468
