,folds,val_c_index
0,0,0.8509615384615384
1,1,0.6236559139784946
2,2,0.7159904534606205
3,3,0.7362204724409449
4,4,0.7784810126582279
5,5,0.7786885245901639
6,6,0.7003257328990228
7,7,0.7774798927613941
8,8,0.7874396135265701
9,9,0.7434988179669031
