,train_coxloss,train_cindex,train_uno_cindex,val_coxloss,val_cindex,val_uno_cindex
0,0.07101275619502746,0.5795998025239902,0.5648288374051893,0.0026506009910787854,0.9178743961352657,0.9586194593867516
1,0.07045945222428103,0.6206824930381403,0.60650764258613,0.002605002196062179,0.927536231884058,0.9581962403978183
2,0.07046637494402071,0.6680669800235017,0.6501174994610706,0.0024536550045013428,0.9227053140096618,0.39202038073799533
3,0.0689607340409998,0.689100304525732,0.6625140262019699,0.002292550390674954,0.9323671497584541,0.9579846309033515
4,0.06986809555333019,0.7006331042890391,0.6578384017934923,0.0021319795577299026,0.9420289855072463,0.9631549748252308
5,0.06053780603141458,0.7147352063267378,0.6731785712258328,0.0021381599917298273,0.893719806763285,0.9358531913173941
6,0.058087914641504236,0.7217287853848535,0.6665585243134928,0.002131423425106775,0.9033816425120773,0.9403722160360213
7,0.06414709155666481,0.7244475501356236,0.6650892710857351,0.0021730966511226838,0.8792270531400966,0.9329796348556308
8,0.05522315125017965,0.7547093507606946,0.6986682535570908,0.002157235252005713,0.8840579710144928,0.9390948807159732
9,0.0618845274460583,0.7537735985324493,0.701839139846876,0.002081451848858879,0.8357487922705314,0.9205881398133914
10,0.05643007937710644,0.7708210367007189,0.7207789283802354,0.0020449507449354443,0.8647342995169082,0.9381678285551258
11,0.05724555174856985,0.7664090207866151,0.7206588551019395,0.0021097191742488314,0.821256038647343,0.9240906858215859
12,0.050857821592476246,0.8055296603585966,0.7370537008782183,0.0020390175992534274,0.8454106280193237,0.9331689146932768
13,0.051594395436208924,0.7960668337774686,0.7361673570421308,0.0020581746385211035,0.8260869565217391,0.9224944646798708
14,0.05433384707310584,0.7921525918530955,0.7434355890488192,0.0021252756317456565,0.7971014492753623,0.9156637761531472
15,0.05667323004798398,0.7970709811218909,0.7499223466231977,0.002184453996874037,0.7777777777777778,0.899565578917087
16,0.050907803989337426,0.8170570780749911,0.768836802260213,0.002167995841730209,0.7874396135265701,0.9043856396797658
17,0.0490893171326132,0.8108842462777931,0.7655163497712734,0.002160049620128813,0.7874396135265701,0.9104607061056721
18,0.05222996732215139,0.8047074364285929,0.7477520898196599,0.0021817643372785476,0.7874396135265701,0.9149155770914695
19,0.04785550137033249,0.8057256766817974,0.755421716213893,0.0021678507328033447,0.7922705314009661,0.9142717111970581
20,0.055381184065404855,0.8022561945896794,0.7544047709634932,0.0021788100046770914,0.8164251207729468,0.9122999038096863
21,0.04642469501294844,0.840005474577431,0.7900605714529613,0.0021927933252993085,0.7922705314009661,0.9159573588883583
