,folds,val_c_index
0,0,0.8173076923076923
1,1,0.6505376344086021
2,2,0.8257756563245824
3,3,0.6141732283464567
4,4,0.6329113924050633
5,5,0.6885245901639344
6,6,0.7719869706840391
7,7,0.6327077747989276
8,8,0.7342995169082126
9,9,0.5011820330969267
