,folds,val_c_index
0,0,0.8894230769230769
1,1,0.45161290322580644
2,2,0.7756563245823389
3,3,0.6259842519685039
4,4,0.7278481012658228
5,5,0.5655737704918032
6,6,0.6351791530944625
7,7,0.7828418230563002
8,8,0.8115942028985508
9,9,0.6997635933806147
