,folds,val_c_index
0,0,0.8028846153846154
1,1,0.6881720430107527
2,2,0.7756563245823389
3,3,0.5590551181102362
4,4,0.7025316455696202
5,5,0.5
6,6,0.8013029315960912
7,7,0.6702412868632708
8,8,0.6811594202898551
9,9,0.5342789598108747
