,folds,val_c_index
0,0,0.7788461538461539
1,1,0.5752688172043011
2,2,0.747016706443914
3,3,0.6535433070866141
4,4,0.6708860759493671
5,5,0.6024590163934426
6,6,0.7882736156351792
7,7,0.6246648793565683
8,8,0.6811594202898551
9,9,0.5839243498817966
