,folds,val_c_index
0,0,0.8798076923076923
1,1,0.6451612903225806
2,2,0.7183770883054893
3,3,0.7322834645669292
4,4,0.7468354430379747
5,5,0.6352459016393442
6,6,0.7100977198697068
7,7,0.7613941018766756
8,8,0.9227053140096618
9,9,0.7281323877068558
