,folds,val_c_index
0,0,0.8894230769230769
1,1,0.3387096774193548
2,2,0.7780429594272077
3,3,0.7165354330708661
4,4,0.7278481012658228
5,5,0.7418032786885246
6,6,0.7068403908794788
7,7,0.7292225201072386
8,8,0.7729468599033816
9,9,0.7163120567375887
